No.     | Time                       | NetPtc | Tran P | App Portoc | Source IP                               | Source Port                             | Destation IP                            | Destation Port                          | Length
    668 | 2017:03:09 - 21:00:53.0693 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    669 | 2017:03:09 - 21:00:53.0703 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    670 | 2017:03:09 - 21:00:53.0713 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    671 | 2017:03:09 - 21:00:53.0713 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    672 | 2017:03:09 - 21:00:53.0723 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    673 | 2017:03:09 - 21:00:53.0733 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    674 | 2017:03:09 - 21:00:53.0743 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    675 | 2017:03:09 - 21:00:53.0753 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    676 | 2017:03:09 - 21:00:53.0753 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    677 | 2017:03:09 - 21:00:53.0763 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    678 | 2017:03:09 - 21:00:53.0773 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    679 | 2017:03:09 - 21:00:53.0783 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    680 | 2017:03:09 - 21:00:53.0793 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    681 | 2017:03:09 - 21:00:53.0793 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    682 | 2017:03:09 - 21:00:53.0803 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    683 | 2017:03:09 - 21:00:53.0813 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    684 | 2017:03:09 - 21:00:53.0823 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    685 | 2017:03:09 - 21:00:53.0833 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    686 | 2017:03:09 - 21:00:53.0843 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    687 | 2017:03:09 - 21:00:53.0843 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    688 | 2017:03:09 - 21:00:53.0853 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    689 | 2017:03:09 - 21:00:53.0863 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    690 | 2017:03:09 - 21:00:53.0873 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    691 | 2017:03:09 - 21:00:53.0873 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    692 | 2017:03:09 - 21:00:53.0883 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    693 | 2017:03:09 - 21:00:53.0893 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    694 | 2017:03:09 - 21:00:53.0903 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    695 | 2017:03:09 - 21:00:53.0913 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    696 | 2017:03:09 - 21:00:53.0923 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    697 | 2017:03:09 - 21:00:53.0923 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    698 | 2017:03:09 - 21:00:53.0933 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    699 | 2017:03:09 - 21:00:53.0943 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    700 | 2017:03:09 - 21:00:53.0953 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    701 | 2017:03:09 - 21:00:53.0963 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    702 | 2017:03:09 - 21:00:53.0973 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    703 | 2017:03:09 - 21:00:53.0983 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    704 | 2017:03:09 - 21:00:53.0983 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    705 | 2017:03:09 - 21:00:53.0993 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    706 | 2017:03:09 - 21:00:53.1003 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    707 | 2017:03:09 - 21:00:53.1003 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    708 | 2017:03:09 - 21:00:53.1013 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    709 | 2017:03:09 - 21:00:53.1023 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    710 | 2017:03:09 - 21:00:53.1033 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    711 | 2017:03:09 - 21:00:53.1033 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    712 | 2017:03:09 - 21:00:53.1043 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    713 | 2017:03:09 - 21:00:53.1053 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    714 | 2017:03:09 - 21:00:53.1063 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    715 | 2017:03:09 - 21:00:53.1063 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    716 | 2017:03:09 - 21:00:53.1073 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    717 | 2017:03:09 - 21:00:53.1083 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    718 | 2017:03:09 - 21:00:53.1093 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    719 | 2017:03:09 - 21:00:53.1093 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    720 | 2017:03:09 - 21:00:53.1103 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    721 | 2017:03:09 - 21:00:53.1113 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    722 | 2017:03:09 - 21:00:53.1123 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    723 | 2017:03:09 - 21:00:53.1133 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    724 | 2017:03:09 - 21:00:53.1143 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    725 | 2017:03:09 - 21:00:53.1153 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    726 | 2017:03:09 - 21:00:53.1153 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    727 | 2017:03:09 - 21:00:53.1163 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    728 | 2017:03:09 - 21:00:53.1173 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    729 | 2017:03:09 - 21:00:53.1183 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    730 | 2017:03:09 - 21:00:53.1183 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    731 | 2017:03:09 - 21:00:53.1193 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    732 | 2017:03:09 - 21:00:53.1203 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    733 | 2017:03:09 - 21:00:53.1213 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    734 | 2017:03:09 - 21:00:53.1223 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    735 | 2017:03:09 - 21:00:53.1223 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    736 | 2017:03:09 - 21:00:53.1233 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    737 | 2017:03:09 - 21:00:53.1243 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    738 | 2017:03:09 - 21:00:53.1253 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    739 | 2017:03:09 - 21:00:53.1263 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    740 | 2017:03:09 - 21:00:53.1263 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    741 | 2017:03:09 - 21:00:53.1273 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    742 | 2017:03:09 - 21:00:53.1283 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    743 | 2017:03:09 - 21:00:53.1293 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    744 | 2017:03:09 - 21:00:53.1303 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    745 | 2017:03:09 - 21:00:53.1313 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    746 | 2017:03:09 - 21:00:53.1323 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    747 | 2017:03:09 - 21:00:53.1323 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    748 | 2017:03:09 - 21:00:53.1333 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    749 | 2017:03:09 - 21:00:53.1343 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    750 | 2017:03:09 - 21:00:53.1353 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    751 | 2017:03:09 - 21:00:53.1363 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    752 | 2017:03:09 - 21:00:53.1363 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    753 | 2017:03:09 - 21:00:53.1373 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    754 | 2017:03:09 - 21:00:53.1383 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    755 | 2017:03:09 - 21:00:53.1393 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    756 | 2017:03:09 - 21:00:53.1393 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    757 | 2017:03:09 - 21:00:53.1403 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    758 | 2017:03:09 - 21:00:53.1413 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    759 | 2017:03:09 - 21:00:53.1423 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    760 | 2017:03:09 - 21:00:53.1423 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    761 | 2017:03:09 - 21:00:53.1433 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    762 | 2017:03:09 - 21:00:53.1443 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    763 | 2017:03:09 - 21:00:53.1453 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    764 | 2017:03:09 - 21:00:53.1463 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    765 | 2017:03:09 - 21:00:53.1463 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    766 | 2017:03:09 - 21:00:53.1473 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    767 | 2017:03:09 - 21:00:53.1483 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    768 | 2017:03:09 - 21:00:53.1493 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    769 | 2017:03:09 - 21:00:53.1503 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    770 | 2017:03:09 - 21:00:53.1503 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    771 | 2017:03:09 - 21:00:53.1513 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    772 | 2017:03:09 - 21:00:53.1523 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    773 | 2017:03:09 - 21:00:53.1533 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    774 | 2017:03:09 - 21:00:53.1543 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    775 | 2017:03:09 - 21:00:53.1543 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    776 | 2017:03:09 - 21:00:53.1553 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    777 | 2017:03:09 - 21:00:53.1563 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    778 | 2017:03:09 - 21:00:53.1573 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    779 | 2017:03:09 - 21:00:53.1583 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    780 | 2017:03:09 - 21:00:53.1583 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    781 | 2017:03:09 - 21:00:53.1593 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    782 | 2017:03:09 - 21:00:53.1603 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    783 | 2017:03:09 - 21:00:53.1613 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    784 | 2017:03:09 - 21:00:53.1623 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    785 | 2017:03:09 - 21:00:53.1633 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    786 | 2017:03:09 - 21:00:53.1643 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    787 | 2017:03:09 - 21:00:53.1643 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    788 | 2017:03:09 - 21:00:53.1653 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    789 | 2017:03:09 - 21:00:53.1663 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    790 | 2017:03:09 - 21:00:53.1673 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    791 | 2017:03:09 - 21:00:53.1673 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    792 | 2017:03:09 - 21:00:53.1683 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    793 | 2017:03:09 - 21:00:53.1693 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    794 | 2017:03:09 - 21:00:53.1703 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    795 | 2017:03:09 - 21:00:53.1703 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    796 | 2017:03:09 - 21:00:53.1713 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    797 | 2017:03:09 - 21:00:53.1723 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    798 | 2017:03:09 - 21:00:53.1733 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    799 | 2017:03:09 - 21:00:53.1743 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    800 | 2017:03:09 - 21:00:53.1743 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    801 | 2017:03:09 - 21:00:53.1753 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    802 | 2017:03:09 - 21:00:53.1763 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    803 | 2017:03:09 - 21:00:53.1773 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    804 | 2017:03:09 - 21:00:53.1783 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    805 | 2017:03:09 - 21:00:53.1783 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    806 | 2017:03:09 - 21:00:53.1793 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    807 | 2017:03:09 - 21:00:53.1803 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    808 | 2017:03:09 - 21:00:53.1813 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    809 | 2017:03:09 - 21:00:53.1823 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    810 | 2017:03:09 - 21:00:53.1833 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    811 | 2017:03:09 - 21:00:53.1833 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    812 | 2017:03:09 - 21:00:53.1843 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    813 | 2017:03:09 - 21:00:53.1853 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    814 | 2017:03:09 - 21:00:53.1863 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    815 | 2017:03:09 - 21:00:53.1873 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    816 | 2017:03:09 - 21:00:53.1873 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    817 | 2017:03:09 - 21:00:53.1883 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    818 | 2017:03:09 - 21:00:53.1893 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    819 | 2017:03:09 - 21:00:53.1903 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    820 | 2017:03:09 - 21:00:53.1913 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    821 | 2017:03:09 - 21:00:53.1913 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    822 | 2017:03:09 - 21:00:53.1923 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    823 | 2017:03:09 - 21:00:53.1933 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    824 | 2017:03:09 - 21:00:53.1943 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    825 | 2017:03:09 - 21:00:53.1953 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    826 | 2017:03:09 - 21:00:53.1963 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    827 | 2017:03:09 - 21:00:53.1973 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    828 | 2017:03:09 - 21:00:53.1973 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    829 | 2017:03:09 - 21:00:53.1983 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    830 | 2017:03:09 - 21:00:53.1993 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    831 | 2017:03:09 - 21:00:53.2003 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    832 | 2017:03:09 - 21:00:53.2013 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    833 | 2017:03:09 - 21:00:53.2023 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    834 | 2017:03:09 - 21:00:53.2023 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    835 | 2017:03:09 - 21:00:53.2033 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    836 | 2017:03:09 - 21:00:53.2043 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    837 | 2017:03:09 - 21:00:53.2053 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
